Game Turn, Player, Operation, Notes, Team, Team Notes, Team Members, Terrain
5, 1, Settle New City running, TARGET 65:32
5, 1, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
26, 25, City Defense, Operation Move, UNIT_WARRIOR, 38:10, 36:9, 36:9
26, 25, Naval Superiority, No recruits to reach minimum, , , 
26, 25, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
26, 26, Naval Superiority running, TARGET 76:40
26, 26, Naval Superiority, ,0, Not Ready, 
26, 26, Naval Superiority, No recruits to reach minimum, , , 
26, 26, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
26, 27, Naval Superiority running, TARGET 14:32
26, 27, Naval Superiority, ,0, Not Ready, 
26, 27, City Defense running, TARGET 13:31
26, 27, City Defense, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; 
26, 27, City Defense, No recruits to reach minimum, , , 
26, 27, City Defense, No recruits to match strength, , Enemy Str: 0 / 25.0, 
26, 27, City Defense, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
26, 27, City Defense, Operation Move, UNIT_WARRIOR, 14:28, 13:31, 14:28
26, 27, City Defense, Operation Move, UNIT_WARRIOR, 14:27, 13:31, 14:27
26, 27, Naval Superiority, No recruits to reach minimum, , , 
26, 27, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
26, 28, Naval Superiority running, TARGET 47:42
26, 28, Naval Superiority, ,0, Not Ready, 
26, 28, Naval Superiority, No recruits to reach minimum, , , 
26, 28, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
26, 29, Naval Superiority running, TARGET 87:27
26, 29, Naval Superiority, ,0, Not Ready, 
26, 29, Attack Barb Camp running, TARGET 90:24
26, Attack Barb Camp, 29, , Battle line, 88:23, 0 endangered
26, 29, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
26, 29, Attack Barb Camp, No recruits to reach minimum, , , 
26, 29, Attack Barb Camp, No recruits to match strength, , Enemy Str: 25 / 12.5, 
26, 29, Attack Barb Camp, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
26, 29, Attack Barb Camp, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 90:24
26, 29, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 89:24, Move 89:24, Attack 90:24
26, 29, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 88:23, Move 89:23, Attack -9999:-9999
26, 29, Attack Barb Camp, Attack Target Move Direct, UNIT_WARRIOR, At 86:21, Move -9999:-9999, Arrive 86:21
26, 29, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 86:20
26, 29, Naval Superiority, No recruits to reach minimum, , , 
26, 29, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
26, 30, Naval Superiority running, TARGET 77:34
26, 30, Naval Superiority, ,0, Not Ready, 
26, 30, Naval Superiority, No recruits to reach minimum, , , 
26, 30, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
26, 63, Barbarian Attack running, TARGET 16:41
26, Barbarian Attack, 63, , Battle line, 536870930:40, 0 endangered
26, 63, Barbarian Attack, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; 
26, 63, Barbarian Attack, Op Attack Units Targets, Target 0, Owner 6, UNIT_WARRIOR, 19:41
26, 63, Barbarian Attack, Op Attack Units Targets, Target 1, Owner 6, UNIT_WARRIOR, 19:42
26, 63, Barbarian Attack, Operation Attack Units, UNIT_WARRIOR, At 20:40, Move 20:40, Attack 19:41
26, 63, Barbarian Attack, Operation Move, UNIT_WARRIOR, 20:38, 17:41, 20:39
27, 1, Settle New City running, TARGET 61:40
27, 1, Settle New City, ,0, Not Ready, 
27, 1, Naval Superiority running, TARGET 69:34
27, 1, Naval Superiority, ,0, Not Ready, 
27, 1, Attack Barb Camp running, TARGET 60:42
27, Attack Barb Camp, 1, , Battle line, 60:41, 0 endangered
27, 1, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; 
27, 1, Attack Walled City running, TARGET 57:33
27, 1, Attack Walled City, ,0, Not Ready, UNIT_SLINGER; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_SPEARMAN; 
27, 1, Attack Barb Camp, No recruits to reach minimum, , , 
27, 1, Attack Barb Camp, No recruits to match strength, , Enemy Str: 25 / 14.0, 
27, 1, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 1, Attack Barb Camp, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 60:42
27, 1, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 60:41, Move 60:41, Attack 60:42
27, 1, Attack Barb Camp, Attack Target Move Direct, UNIT_WARRIOR, At 63:39, Move -9999:-9999, Arrive 63:39
27, 1, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 63:39
27, 1, Attack Walled City, No recruits to reach minimum, , , 
27, 1, Attack Walled City, No recruits to reach minimum, , , 
27, 1, Attack Walled City, Operation Recruit, 5 units, Recruited 0, Contract for: NONE
27, 1, Attack Walled City, Operation Move, UNIT_WARRIOR, 65:34, 63:36, 64:35
27, 1, Attack Walled City, Operation Move, UNIT_SLINGER, 65:33, 63:35, 65:34
27, 1, Attack Walled City, Operation Move, UNIT_SPEARMAN, 66:34, 63:36, 65:36
27, 1, Attack Walled City, Operation Move, UNIT_WARRIOR, 67:33, 63:36, 67:34
27, 1, Attack Walled City, Operation Move, UNIT_WARRIOR, 67:29, 63:36, 68:30
27, 1, Naval Superiority, No recruits to reach minimum, , , 
27, 1, Naval Superiority, No recruits to reach minimum, , , 
27, 1, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 2, Settle New City running, TARGET 64:24
27, 2, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
27, 2, Naval Superiority running, TARGET 61:23
27, 2, Naval Superiority, ,0, Not Ready, 
27, 2, Attack Enemy City running, TARGET 59:29
27, 2, Attack Enemy City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_SLINGER; UNIT_HEAVY_CHARIOT; 
27, 2, Attack Barb Camp, Started
27, 2, Settle New City, No recruits to reach minimum, , , 
27, 2, Settle New City, No recruits to match strength, , Enemy Str: 0 / 28.0, 
27, 2, Settle New City, No recruits to reach minimum, , , 
27, 2, Settle New City, No recruits to match strength, , Enemy Str: 0 / 28.0, 
27, 2, Settle New City, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 2, Settle New City, Operation Move, UNIT_WARRIOR, 63:24, 63:24, 63:24
27, 2, Settle New City, Operation Move, UNIT_WARRIOR, 63:23, 63:23, 63:23
27, 2, Settle New City, Operation Move, UNIT_SETTLER, 62:23, 63:25, 62:23
27, 2, Settle New City, Operation Move, UNIT_WARRIOR, 62:23, 63:25, 62:23
27, 2, Attack Enemy City, No recruits to reach minimum, , , 
27, 2, Attack Enemy City, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 58:26, 60:26, 57:25
27, 2, Attack Enemy City, Operation Move, UNIT_HEAVY_CHARIOT, 61:22, 60:26, 59:22
27, 2, Attack Enemy City, Operation Move, UNIT_WARRIOR, 64:24, 60:26, 64:24
27, 2, Attack Enemy City, Operation Move, UNIT_SLINGER, 61:21, 59:25, 60:22
27, 2, Attack Barb Camp, No recruits to reach minimum, , , 
27, 2, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 2, Naval Superiority, No recruits to reach minimum, , , 
27, 2, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 3, Settle New City running, TARGET 16:27
27, 3, Settle New City, ,0, Ready, UNIT_WARRIOR; UNIT_SETTLER; UNIT_WARRIOR; 
27, 3, Attack Walled City running, TARGET 95:23
27, 3, Attack Walled City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_NUBIAN_PITATI; UNIT_NUBIAN_PITATI; 
27, 3, Attack Walled City, ,1, Ready, UNIT_GALLEY; 
27, 3, Naval Superiority, Started
27, 3, Settle New City, No recruits to reach minimum, , , 
27, 3, Settle New City, No recruits to match strength, , Enemy Str: 0 / 25.0, 
27, 3, Settle New City, No recruits to reach minimum, , , 
27, 3, Settle New City, No recruits to match strength, , Enemy Str: 0 / 25.0, 
27, 3, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_NUBIAN_PITATI
27, 3, Settle New City, Operation Move, UNIT_WARRIOR, 12:27, 17:26, 13:27
27, 3, Settle New City, Operation Move, UNIT_SETTLER, 11:24, 17:26, 11:25
27, 3, Settle New City, Operation Move, UNIT_WARRIOR, 11:25, 17:26, 11:25
27, 3, Attack Walled City, No recruits to reach minimum, , , 
27, 3, Attack Walled City, No recruits to reach minimum, , , 
27, 3, Attack Walled City, No recruits to match strength, , Enemy Str: 42 / 0.0, 
27, 3, Attack Walled City, No recruits to reach minimum, , , 
27, 3, Attack Walled City, No recruits to reach minimum, , , 
27, 3, Attack Walled City, No recruits to match strength, , Enemy Str: 42 / 0.0, 
27, 3, Attack Walled City, Operation Recruit, 6 units, Recruited 0, Contract for: UNIT_NUBIAN_PITATI
27, 3, Attack Walled City, Operation Move, UNIT_WARRIOR, 2:25, 3:24, 3:24
27, 3, Attack Walled City, Operation Move, UNIT_NUBIAN_PITATI, 6:24, 5:24, 5:24
27, 3, Attack Walled City, Operation Move, UNIT_WARRIOR, 8:24, 4:24, 7:24
27, 3, Attack Walled City, Operation Move, UNIT_WARRIOR, 7:26, 3:25, 6:25
27, 3, Attack Walled City, Operation Move, UNIT_NUBIAN_PITATI, 7:25, 5:24, 7:26
27, 3, Naval Superiority, No recruits to reach minimum, , , 
27, 3, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 4, Settle New City running, TARGET 63:10
27, 4, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
27, 4, Naval Superiority running, TARGET 65:9
27, 4, Naval Superiority, ,0, Not Ready, 
27, 4, Attack Barb Camp running, TARGET 69:16
27, Attack Barb Camp, 4, , Battle line, 67:15, 0 endangered
27, 4, Attack Barb Camp, ,0, Ready, UNIT_SLINGER; UNIT_WARRIOR; 
27, 4, Settle New City, No recruits to reach minimum, , , 
27, 4, Settle New City, Recruiting strength, , Enemy Str: 0 / 28.0, UNIT_HEAVY_CHARIOT
27, 4, Settle New City, No recruits to reach minimum, , , 
27, 4, Settle New City, No recruits to match strength, , Enemy Str: 0 / 28.0, 
27, 4, Settle New City, Operation Recruit, 3 units, Recruited 1, Contract for: UNIT_WARRIOR_MONK
27, 4, Settle New City, Operation Move, UNIT_SETTLER, 66:10, 63:10, 66:10
27, 4, Settle New City, Operation Move, UNIT_WARRIOR, 66:10, 63:10, 66:10
27, 4, Settle New City, Operation Move, UNIT_HEAVY_CHARIOT, 66:10, 63:10, 66:10
27, 4, Attack Barb Camp, No recruits to reach minimum, , , 
27, 4, Attack Barb Camp, Recruiting strength, , Enemy Str: 24 / 14.0, UNIT_WARRIOR
27, Attack Barb Camp, 4, , Battle line, 67:14, 0 endangered
27, 4, Attack Barb Camp, Operation Recruit, 3 units, Recruited 1, Contract for: UNIT_WARRIOR_MONK
27, 4, Attack Barb Camp, Operation Protect Units, UNIT_SLINGER, Fortify
27, 4, Attack Barb Camp, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 69:16
27, 4, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 67:15, Move 68:15, Attack 69:16
27, 4, Attack Barb Camp, Attack Target Move Direct, UNIT_WARRIOR, At 66:8, Move -9999:-9999, Arrive 66:8
27, 4, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 66:8
27, 4, Naval Superiority, No recruits to reach minimum, , , 
27, 4, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 5, Settle New City running, TARGET 20:23
27, 5, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
27, 5, Settle New City, No recruits to reach minimum, , , 
27, 5, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
27, 5, Settle New City, No recruits to reach minimum, , , 
27, 5, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
27, 5, Settle New City, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 5, Settle New City, Operation Move, UNIT_SETTLER, 21:24, 21:24, 21:24
27, 5, Settle New City, Operation Move, UNIT_WARRIOR, 23:25, 21:24, 23:25
27, 5, Settle New City, Operation complete
27, 6, Settle New City running, TARGET 16:47
27, 6, Settle New City, ,0, Not Ready, 
27, 6, Barb Camp Tech Boost running, TARGET 12:44
27, Barb Camp Tech Boost, 6, , Battle line, 1073741839:42, 0 endangered
27, 6, Barb Camp Tech Boost, ,0, Ready, UNIT_WARRIOR; UNIT_SLINGER; UNIT_WARRIOR; 
27, 6, Attack Walled City running, TARGET 13:49
27, Attack Walled City, 6, , Battle line, 715827899:41, 0 endangered
27, 6, Attack Walled City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
27, 6, Attack Walled City, ,1, Ready, 
27, 6, Naval Superiority running, TARGET 14:42
27, 6, Naval Superiority, ,0, Not Ready, 
27, 6, Barb Camp Tech Boost, No recruits to reach minimum, , , 
27, 6, Barb Camp Tech Boost, No recruits to match strength, , Enemy Str: 28 / 20.0, 
27, 6, Barb Camp Tech Boost, No recruits to reach minimum, , , 
27, 6, Barb Camp Tech Boost, No recruits to match strength, , Enemy Str: 28 / 20.0, 
27, 6, Barb Camp Tech Boost, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 6, Barb Camp Tech Boost, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 12:44
27, 6, Barb Camp Tech Boost, Operation Attack Units, UNIT_WARRIOR, At 13:43, Move 13:44, Attack -9999:-9999
27, 6, Barb Camp Tech Boost, Attack Target Move Direct, UNIT_SLINGER, At 15:45, Move -9999:-9999, Arrive 15:45
27, 6, Barb Camp Tech Boost, Attack Target Move Direct, UNIT_WARRIOR, At 16:40, Move -9999:-9999, Arrive 16:40
27, 6, Barb Camp Tech Boost, Attack Target Move Melee, UNIT_SLINGER, At 15:45, Move 13:44, Arrive 15:45
27, 6, Barb Camp Tech Boost, Attack Target Range Attack, UNIT_SLINGER, At 15:45
27, 6, Barb Camp Tech Boost, Attack Target Melee Attack, UNIT_WARRIOR, At 16:40
27, Attack Walled City, 6, , Battle line, 715827899:41, 0 endangered
27, 6, Attack Walled City, No recruits to reach minimum, , , 
27, 6, Attack Walled City, No recruits to reach minimum, , , 
27, 6, Attack Walled City, No recruits to match strength, , Enemy Str: 27 / 0.0, 
27, 6, Attack Walled City, No recruits to reach minimum, , , 
27, 6, Attack Walled City, No recruits to reach minimum, , , 
27, 6, Attack Walled City, No recruits to match strength, , Enemy Str: 27 / 0.0, 
27, Attack Walled City, 6, , Battle line, 715827899:41, 0 endangered
27, 6, Attack Walled City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 6, Attack Walled City, Operation Protect Units, UNIT_WARRIOR, Move 18 41
27, 6, Attack Walled City, Operation Protect Units, UNIT_WARRIOR, Fortify
27, 6, Attack Walled City, Operation Move, UNIT_WARRIOR, 12:43, 13:43, 13:43
27, 6, Attack Walled City, Operation Move, UNIT_WARRIOR, 19:42, 14:43, 17:42
27, 6, Naval Superiority, No recruits to reach minimum, , , 
27, 6, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 7, Settle New City running, TARGET 33:37
27, 7, Settle New City, ,0, Not Ready, 
27, 7, Attack Walled City running, TARGET 41:36
27, 7, Attack Walled City, ,0, Not Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_SLINGER; UNIT_WARRIOR; 
27, 7, Attack Walled City, ,1, Ready, UNIT_GALLEY; 
27, 7, Naval Superiority running, TARGET 44:44
27, 7, Naval Superiority, ,0, Not Ready, 
27, 7, Attack Walled City, No recruits to reach minimum, , , 
27, 7, Attack Walled City, No recruits to reach minimum, , , 
27, 7, Attack Walled City, No recruits to match strength, , Enemy Str: 103 / 0.0, 
27, 7, Attack Walled City, No recruits to reach minimum, , , 
27, 7, Attack Walled City, No recruits to reach minimum, , , 
27, 7, Attack Walled City, No recruits to match strength, , Enemy Str: 103 / 0.0, 
27, 7, Attack Walled City, Operation Recruit, 6 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 7, Naval Superiority, No recruits to reach minimum, , , 
27, 7, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 8, Settle New City running, TARGET 39:12
27, 8, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; UNIT_WARRIOR; 
27, 8, Naval Superiority running, TARGET 33:17
27, 8, Naval Superiority, ,0, Not Ready, 
27, 8, Attack Walled City, Started
27, 8, Settle New City, No recruits to reach minimum, , , 
27, 8, Settle New City, No recruits to match strength, , Enemy Str: 0 / 28.0, 
27, 8, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 8, Settle New City, Operation Move, UNIT_WARRIOR, 31:13, 39:12, 31:12
27, 8, Settle New City, Operation Move, UNIT_SETTLER, 30:9, 39:12, 31:9
27, 8, Settle New City, Operation Move, UNIT_WARRIOR, 31:9, 39:12, 31:9
27, 8, Attack Walled City, Recruiting minimums, , , UNIT_WARRIOR
27, 8, Attack Walled City, Recruiting minimums, , , UNIT_HEAVY_CHARIOT
27, 8, Attack Walled City, Recruiting minimums, , , UNIT_HEAVY_CHARIOT
27, 8, Attack Walled City, Recruiting minimums, , , UNIT_HEAVY_CHARIOT
27, 8, Attack Walled City, Recruiting minimums, , , UNIT_HEAVY_CHARIOT
27, 8, Attack Walled City, Recruiting minimums, , , UNIT_WARRIOR
27, 8, Attack Walled City, Recruiting minimums, , , UNIT_HEAVY_CHARIOT
27, 8, Attack Walled City, Recruiting minimums, , , UNIT_SLINGER
27, 8, Attack Walled City, Operation Recruit, 6 units, Recruited 6, Contract for: NONE
27, 8, Attack Walled City, Operation complete
27, 8, Naval Superiority, No recruits to reach minimum, , , 
27, 8, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 9, Settle New City running, TARGET 87:35
27, 9, Settle New City, ,0, Ready, UNIT_WARRIOR; UNIT_SETTLER; UNIT_SUMERIAN_WAR_CART; 
27, 9, Naval Superiority running, TARGET 81:36
27, 9, Naval Superiority, ,0, Not Ready, 
27, 9, Settle New City, No recruits to reach minimum, , , 
27, 9, Settle New City, No recruits to match strength, , Enemy Str: 0 / 30.0, 
27, 9, Settle New City, No recruits to reach minimum, , , 
27, 9, Settle New City, No recruits to match strength, , Enemy Str: 0 / 30.0, 
27, 9, Settle New City, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 9, Settle New City, Operation Move, UNIT_SETTLER, 86:34, 87:35, 87:34
27, 9, Settle New City, Operation Move, UNIT_WARRIOR, 85:32, 86:35, 85:33
27, 9, Settle New City, Operation Move, UNIT_SUMERIAN_WAR_CART, 85:31, 87:34, 85:32
27, 9, Naval Superiority, No recruits to reach minimum, , , 
27, 9, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 10, Naval Superiority running, TARGET 14:50
27, 10, Naval Superiority, ,0, Not Ready, 
27, 10, Attack Barb Camp running, TARGET 12:44
27, 10, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
27, 10, Attack Barb Camp, No recruits to reach minimum, , , 
27, 10, Attack Barb Camp, No recruits to match strength, , Enemy Str: 25 / 12.5, 
27, 10, Attack Barb Camp, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 10, Attack Barb Camp, Attack Target Move Direct, UNIT_WARRIOR, At 12:53, Move -9999:-9999, Arrive 12:53
27, 10, Attack Barb Camp, Attack Target Move Direct, UNIT_WARRIOR, At 12:52, Move -9999:-9999, Arrive 12:52
27, 10, Attack Barb Camp, Attack Target Move Direct, UNIT_WARRIOR, At 13:49, Move -9999:-9999, Arrive 13:49
27, 10, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 12:53
27, 10, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 12:52
27, 10, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 13:49
27, 10, Naval Superiority, No recruits to reach minimum, , , 
27, 10, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 11, Naval Superiority running, TARGET 83:17
27, 11, Naval Superiority, ,0, Not Ready, 
27, 11, Naval Superiority, No recruits to reach minimum, , , 
27, 11, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 12, City Defense, Started
27, 12, City Defense running, TARGET 57:26
27, 12, City Defense, ,0, Ready, 
27, 12, City Defense, No recruits to reach minimum, , , 
27, 12, City Defense, Recruiting strength, , Enemy Str: 0 / 25.0, UNIT_WARRIOR
27, 12, City Defense, Recruiting strength, , Enemy Str: 0 / 25.0, UNIT_WARRIOR
27, City Defense, 12, , Battle line, 53:25, 0 endangered
27, 12, City Defense, Operation Recruit, 2 units, Recruited 2, Contract for: UNIT_WARRIOR_MONK
27, 12, City Defense, Operation Move, UNIT_WARRIOR, 54:26, 57:26, 56:26
27, 12, City Defense, Operation Move, UNIT_WARRIOR, 58:22, 57:26, 57:23
27, 13, Naval Superiority running, TARGET 29:45
27, 13, Naval Superiority, ,0, Not Ready, 
27, 13, Naval Superiority, No recruits to reach minimum, , , 
27, 13, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 14, Naval Superiority running, TARGET 79:26
27, 14, Naval Superiority, ,0, Not Ready, 
27, 14, Naval Superiority, No recruits to reach minimum, , , 
27, 14, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 15, Naval Superiority running, TARGET 66:18
27, 15, Naval Superiority, ,0, Not Ready, 
27, 15, Attack Barb Camp running, TARGET 56:15
27, Attack Barb Camp, 15, , Battle line, 56:14, 0 endangered
27, 15, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
27, 15, Attack Barb Camp, No recruits to reach minimum, , , 
27, 15, Attack Barb Camp, No recruits to match strength, , Enemy Str: 16 / 12.5, 
27, 15, Attack Barb Camp, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 15, Attack Barb Camp, Operation Protect Units, UNIT_WARRIOR, Move 58 13
27, 15, Attack Barb Camp, Operation Protect Units, UNIT_WARRIOR, Fortify
27, 15, Attack Barb Camp, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 56:15
27, 15, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 57:15, Move 57:15, Attack 56:15
27, 15, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 58:15, Move 57:14, Attack -9999:-9999
27, 15, Naval Superiority, No recruits to reach minimum, , , 
27, 15, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 16, City Defense running, TARGET 29:12
27, 16, City Defense, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; 
27, 16, City Defense, No recruits to reach minimum, , , 
27, 16, City Defense, No recruits to match strength, , Enemy Str: 0 / 25.0, 
27, 16, City Defense, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 16, City Defense, Operation Move, UNIT_WARRIOR, 30:10, 29:12, 30:10
27, 17, Naval Superiority running, TARGET 95:22
27, 17, Naval Superiority, ,0, Not Ready, 
27, 17, Attack Barb Camp running, TARGET 90:24
27, Attack Barb Camp, 17, , Battle line, 91:24, 0 endangered
27, 17, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; 
27, 17, Attack Barb Camp, No recruits to reach minimum, , , 
27, 17, Attack Barb Camp, Recruiting strength, , Enemy Str: 23 / 12.5, UNIT_ARCHER
27, Attack Barb Camp, 17, , Battle line, 91:23, 0 endangered
27, 17, Attack Barb Camp, Operation Recruit, 2 units, Recruited 1, Contract for: UNIT_WARRIOR_MONK
27, Attack Barb Camp, 17, , Battle line, 91:23, 0 endangered
27, 17, Attack Barb Camp, No recruits to reach minimum, , , 
27, 17, Attack Barb Camp, No recruits to match strength, , Enemy Str: 23 / 12.5, 
27, Attack Barb Camp, 17, , Battle line, 91:23, 0 endangered
27, 17, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 17, Attack Barb Camp, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 90:24
27, 17, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 92:24, Move 91:24, Attack -9999:-9999
27, 17, Attack Barb Camp, Attack Target Move Direct, UNIT_ARCHER, At 95:23, Move -9999:-9999, Arrive 95:23
27, 17, Attack Barb Camp, Attack Target Range Attack, UNIT_ARCHER, At 95:23
27, 17, Naval Superiority, No recruits to reach minimum, , , 
27, 17, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 18, Naval Superiority running, TARGET 28:18
27, 18, Naval Superiority, ,0, Not Ready, 
27, 18, Naval Superiority, No recruits to reach minimum, , , 
27, 18, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 19, Naval Superiority running, TARGET 18:23
27, 19, Naval Superiority, ,0, Not Ready, 
27, 19, Attack Barb Camp running, TARGET 12:19
27, Attack Barb Camp, 19, , Battle line, 13:21, 0 endangered
27, 19, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; 
27, 19, Attack Barb Camp, No recruits to reach minimum, , , 
27, 19, Attack Barb Camp, No recruits to match strength, , Enemy Str: 23 / 12.5, 
27, 19, Attack Barb Camp, No recruits to reach minimum, , , 
27, 19, Attack Barb Camp, No recruits to match strength, , Enemy Str: 23 / 12.5, 
27, 19, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
27, 19, Attack Barb Camp, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 12:19
27, 19, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 12:20, Move 12:20, Attack 12:19
27, 19, Attack Barb Camp, Attack Target Move Direct, UNIT_WARRIOR, At 16:22, Move -9999:-9999, Arrive 16:22
27, 19, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 16:22
27, 19, Naval Superiority, No recruits to reach minimum, , , 
