Game Turn, Player, Action, , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 62, 63
27, 63, Threat and Trust,, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28, 0, ,,, -6:DIPLO_STATE_UNFRIENDLY, 5:DIPLO_STATE_FRIENDLY,,,,,,,,,, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,,, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
28, 0, Threat and Trust,,, 0.00:2:4.00, 0.00:2:4.00,,,,,,,,,, 0.00:2:0.00,,,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00, 0.00:2:0.00
28, 1, ,, -5:DIPLO_STATE_NEUTRAL,, 2:DIPLO_STATE_FRIENDLY,,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
28, 1, Threat and Trust,, 136.70:1:4.00,, 0.00:2:0.00,,,,,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00, 0.00:2:0.00
28, 2, ,, 2:DIPLO_STATE_NEUTRAL, -4:DIPLO_STATE_FRIENDLY,,, 3:DIPLO_STATE_FRIENDLY,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
28, 2, Threat and Trust,, 139.11:1:4.00, 0.00:2:0.00,,, 0.00:2:0.00,,,,,,,, 0.00:2:0.00,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00, 0.00:2:0.00
28, 3, ,,,,,,,,,,,,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
28, 3, Threat and Trust,,,,,,,,,,,,,,,,,,, 0.00:1:0.00,, 0.00:1:0.00,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00, 0.00:1:0.00
28, 4, ,,,, -3:DIPLO_STATE_NEUTRAL,,,,,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
28, 4, Threat and Trust,,,, 0.00:1:0.00,,,,,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00, 0.00:1:0.00
28, 5, ,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
28, 5, Threat and Trust,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00, 0.00:1:0.00
28, 6, ,,,,,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
28, 6, Threat and Trust,,,,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00, 0.00:1:0.00
28, 7, ,,,,,,,,,,,,,,,,,,,,,,,, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
28, 7, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00, 0.00:1:0.00
28, 8, ,,,,,,,,,,,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,, 1:DIPLO_STATE_INFLUENTIAL,,,,,, 2:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
28, 8, Threat and Trust,,,,,,,,,,,,,,,,,, 0.00:1:0.00,, 0.00:1:0.00,,,,,, 0.00:1:0.00, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00, 0.00:1:0.00
28, 9, ,,,,,,,,,,,,,,,,,,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,, 2:DIPLO_STATE_INFLUENTIAL,,, 1:DIPLO_STATE_INFLUENTIAL,, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
28, 9, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00,,, 0.00:1:0.00,,, 0.00:1:0.00,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00, 0.00:1:0.00
28, 10, ,,,,,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 10, Threat and Trust,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
28, 11, ,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 11, Threat and Trust,,,,,,,,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
28, 12, ,, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 12, Threat and Trust,, 142.00:1:0.00, 5.30:2:0.00, 0.00:3:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00
28, 13, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 13, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
28, 14, ,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 14, Threat and Trust,,,,,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
28, 15, ,,,, 1:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 15, Threat and Trust,,,, 0.00:1:0.00,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
28, 16, ,,,,,,,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 16, Threat and Trust,,,,,,,,,, 13.70:1:0.00,,,,,,,,,, 0.00:2:0.00,,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00
28, 17, ,,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 17, Threat and Trust,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
28, 18, ,,,,,,,,,, 1:DIPLO_STATE_PATRON,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 18, Threat and Trust,,,,,,,,,, 12.95:1:0.00,,,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00
28, 19, ,,,,, 2:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 19, Threat and Trust,,,,, 5.80:1:0.00,, 5.80:1:0.00,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00
28, 20, ,, 3:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 20, Threat and Trust,, 142.11:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00
28, 21, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 21, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
28, 22, ,,,,,,,,, 2:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 22, Threat and Trust,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
28, 23, ,,,,,,,,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 23, Threat and Trust,,,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,, 0.00:1:0.00,,,, 0.00:1:0.00, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
28, 24, ,,,,,,,,,, 2:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 24, Threat and Trust,,,,,,,,,, 12.90:1:0.00,,,,,,,,,,,,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00
28, 25, ,,,,,,,,,, 1:DIPLO_STATE_PATRON,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 25, Threat and Trust,,,,,,,,,, 12.90:1:0.00,,,,,,,, 0.00:2:0.00,,,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00
28, 26, ,,,,,,,,,,, 2:DIPLO_STATE_PATRON,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 26, Threat and Trust,,,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,, 0.00:1:0.00,,,,,,, 0.00:1:0.00, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
28, 27, ,,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 27, Threat and Trust,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
28, 28, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 28, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
28, 29, ,,,,,,,,,,, 1:DIPLO_STATE_PATRON,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 29, Threat and Trust,,,,,,,,,,, 6.20:1:0.00,,,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00
28, 30, ,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 30, Threat and Trust,,,,,,,,,,,,,,,, 0.00:1:0.00,,,,,,,,, 0.00:1:0.00,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
28, 31, ,,,,,,,,,,, 2:DIPLO_STATE_PATRON,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
28, 31, Threat and Trust,,,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,, 0.00:1:0.00,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
28, 62, ,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28, 62, Threat and Trust,, 148.30:1:0.00, 11.60:3:0.00, 9.20:7:0.00, 10.55:5:0.00, 8.20:8:0.00, 10.55:5:0.00, 6.60:10:0.00, 7.80:9:0.00, 18.75:2:0.00, 10.60:4:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28, 63, ,, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28, 63, Threat and Trust,, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29, 0, ,,, -6:DIPLO_STATE_UNFRIENDLY, 5:DIPLO_STATE_FRIENDLY,,,,,,,,,, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,,, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
29, 0, Threat and Trust,,, 0.00:2:4.00, 0.00:2:4.00,,,,,,,,,, 0.00:2:0.00,,,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00, 0.00:2:0.00
29, 1, ,, -5:DIPLO_STATE_NEUTRAL,, 2:DIPLO_STATE_FRIENDLY,,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
29, 1, Threat and Trust,, 131.70:1:4.00,, 0.00:2:0.00,,,,,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00, 0.00:2:0.00
29, 2, ,, 2:DIPLO_STATE_NEUTRAL, -4:DIPLO_STATE_FRIENDLY,,, 3:DIPLO_STATE_FRIENDLY,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
29, 2, Threat and Trust,, 133.41:1:4.00, 0.00:2:0.00,,, 0.00:2:0.00,,,,,,,, 0.00:2:0.00,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00, 0.00:2:0.00
29, 3, ,,,,,,,,,,,,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
29, 3, Threat and Trust,,,,,,,,,,,,,,,,,,, 0.00:1:0.00,, 0.00:1:0.00,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00, 0.00:1:0.00
29, 4, ,,,, -3:DIPLO_STATE_NEUTRAL,,,,,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
29, 4, Threat and Trust,,,, 0.00:1:0.00,,,,,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00, 0.00:1:0.00
29, 5, ,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
29, 5, Threat and Trust,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00, 0.00:1:0.00
29, 6, ,,,,,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
29, 6, Threat and Trust,,,,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00, 0.00:1:0.00
29, 7, ,,,,,,,,,,,,,,,,,,,,,,,, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
29, 7, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00, 0.00:1:0.00
29, 8, ,,,,,,,,,,,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,, 1:DIPLO_STATE_INFLUENTIAL,,,,,, 2:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
29, 8, Threat and Trust,,,,,,,,,,,,,,,,,, 0.00:1:0.00,, 0.00:1:0.00,,,,,, 0.00:1:0.00, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00, 0.00:1:0.00
29, 9, ,,,,,,,,,,,,,,,,,,,,,,,,, 1:DIPLO_STATE_INFLUENTIAL,,, 2:DIPLO_STATE_INFLUENTIAL,,, 1:DIPLO_STATE_INFLUENTIAL,, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_FREE_CITIES_NEUTRAL, 0:
29, 9, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00,,, 0.00:1:0.00,,, 0.00:1:0.00,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00, 0.00:1:0.00
29, 10, ,,,,,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
29, 10, Threat and Trust,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
29, 11, ,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
29, 11, Threat and Trust,,,,,,,,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
29, 12, ,, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
29, 12, Threat and Trust,, 136.75:1:0.00, 5.05:2:0.00, 0.00:3:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:3:0.00
29, 13, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
29, 13, Threat and Trust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
29, 14, ,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
29, 14, Threat and Trust,,,,,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
29, 15, ,,,, 1:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_AWARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
29, 15, Threat and Trust,,,, 0.00:1:0.00,, 0.00:1:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:1:0.00
29, 16, ,,,,,,,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
29, 16, Threat and Trust,,,,,,,,,, 13.60:1:0.00,,,,,,,,,, 0.00:2:0.00,,,,,,, 0.00:2:0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0.00:2:0.00
29, 17, ,,,,, 1:DIPLO_STATE_PATRON,,,,,,,,,,,,,,,,,,,,,,,,,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
