,UNIT_SETTLER,UNIT_BUILDER,UNIT_TRADER,UNIT_MISSIONARY,UNIT_APOSTLE,UNIT_INQUISITOR,UNIT_GURU,UNIT_WARRIOR_MONK,UNIT_ARCHAEOLOGIST,UNIT_GREAT_GENERAL,UNIT_GREAT_ADMIRAL,UNIT_GREAT_ENGINEER,UNIT_GREAT_MERCHANT,UNIT_GREAT_PROPHET,UNIT_GREAT_SCIENTIST,UNIT_GREAT_WRITER,UNIT_GREAT_ARTIST,UNIT_GREAT_MUSICIAN,UNIT_SPY,UNIT_NATURALIST,UNIT_SCOUT,UNIT_WARRIOR,UNIT_SLINGER,UNIT_BARBARIAN_HORSEMAN,UNIT_BARBARIAN_HORSE_ARCHER,UNIT_SUMERIAN_WAR_CART,UNIT_BARBARIAN_RAIDER,UNIT_GALLEY,UNIT_NORWEGIAN_LONGSHIP,UNIT_ARCHER,UNIT_SPEARMAN,UNIT_HEAVY_CHARIOT,UNIT_BATTERING_RAM,UNIT_GREEK_HOPLITE,UNIT_SWORDSMAN,UNIT_HORSEMAN,UNIT_SCYTHIAN_HORSE_ARCHER,UNIT_ROMAN_LEGION,UNIT_KONGO_SHIELD_BEARER,UNIT_CATAPULT,UNIT_SIEGE_TOWER,UNIT_QUADRIREME,UNIT_EGYPTIAN_CHARIOT_ARCHER,UNIT_JAPANESE_SAMURAI,UNIT_NORWEGIAN_BERSERKER,UNIT_KNIGHT,UNIT_INDIAN_VARU,UNIT_ARABIAN_MAMLUK,UNIT_CROSSBOWMAN,UNIT_CHINESE_CROUCHING_TIGER,UNIT_MILITARY_ENGINEER,UNIT_PIKEMAN,UNIT_MUSKETMAN,UNIT_SPANISH_CONQUISTADOR,UNIT_CARAVEL,UNIT_BOMBARD,UNIT_FRIGATE,UNIT_PRIVATEER,UNIT_ENGLISH_SEADOG,UNIT_FIELD_CANNON,UNIT_CAVALRY,UNIT_RUSSIAN_COSSACK,UNIT_ENGLISH_REDCOAT,UNIT_FRENCH_GARDE_IMPERIALE,UNIT_MEDIC,UNIT_IRONCLAD,UNIT_AMERICAN_ROUGH_RIDER,UNIT_RANGER,UNIT_OBSERVATION_BALLOON,UNIT_BIPLANE,UNIT_INFANTRY,UNIT_ARTILLERY,UNIT_BATTLESHIP,UNIT_BRAZILIAN_MINAS_GERAES,UNIT_SUBMARINE,UNIT_GERMAN_UBOAT,UNIT_AT_CREW,UNIT_TANK,UNIT_FIGHTER,UNIT_AMERICAN_P51,UNIT_BOMBER,UNIT_ANTIAIR_GUN,UNIT_MACHINE_GUN,UNIT_AIRCRAFT_CARRIER,UNIT_DESTROYER,UNIT_HELICOPTER,UNIT_NUCLEAR_SUBMARINE,UNIT_MECHANIZED_INFANTRY,UNIT_ROCKET_ARTILLERY,UNIT_MOBILE_SAM,UNIT_JET_FIGHTER,UNIT_JET_BOMBER,UNIT_MISSILE_CRUISER,UNIT_MODERN_AT,UNIT_MODERN_ARMOR,UNIT_AZTEC_EAGLE_WARRIOR,UNIT_INDONESIAN_JONG,UNIT_KHMER_DOMREY,UNIT_POLISH_HUSSAR,UNIT_NUBIAN_PITATI,UNIT_MACEDONIAN_HYPASPIST,UNIT_MACEDONIAN_HETAIROI,UNIT_PERSIAN_IMMORTAL,UNIT_DIGGER,UNIT_ZULU_IMPI,UNIT_KOREAN_HWACHA,UNIT_SCOTTISH_HIGHLANDER,UNIT_DE_ZEVEN_PROVINCIEN,UNIT_MONGOLIAN_KESHIG,UNIT_GEORGIAN_KHEVSURETI,UNIT_MAPUCHE_MALON_RAIDER,UNIT_CREE_OKIHTCITAW,UNIT_CANADA_MOUNTIE,UNIT_HUNGARY_BLACK_ARMY,UNIT_HUNGARY_HUSZAR,UNIT_INCA_WARAKAQ,UNIT_MALI_MANDEKALU_CAVALRY,UNIT_MAORI_TOA,UNIT_OTTOMAN_BARBARY_CORSAIR,UNIT_PHOENICIA_BIREME,UNIT_SULEIMAN_JANISSARY,UNIT_SWEDEN_CAROLEAN,UNIT_SPEC_OPS,UNIT_DRONE,UNIT_PIKE_AND_SHOT,UNIT_SUPPLY_CONVOY,UNIT_SKIRMISHER,UNIT_COURSER,UNIT_CUIRASSIER,UNIT_GIANT_DEATH_ROBOT,UNIT_ROCK_BAND
UNIT_RUSSIAN_COSSACK, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 11.11, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 20.00, 14.29, 20.00, 14.29, 14.29, 16.67, 16.67, 14.29, 10.00, 13.33, 14.29, 100.00, 13.33, 11.11, 11.11, 10.00, 8.60, 11.11, 11.11, 100.00, 9.09, 6.67, 4.50, 7.18, 4.50, 8.60, 4.50, 5.88, 4.55, 100.00, 5.15, 2.53, 2.53, 3.87, 3.50, 2.22, 3.44, 3.44, 1.53, 1.44, 1.00, 1.17, 1.14, 100.00, 1.70, 1.00, 1.97, 100.00, 0.20, 0.79, 0.80, 0.68, 0.32, 0.46, 0.46, 0.54, 0.36, 0.04, 0.04, 0.08, 100.00, 0.46, 1.14, 0.36, 0.31, 0.16, 0.25, 0.34, 100.00, 0.03, 0.05, 0.28, 0.24, 0.16, 14.29, 2.22, 6.67, 2.53, 9.09, 11.11, 11.11, 14.29, 0.68, 5.15, 1.97, 1.35, 1.53, 5.88, 5.46, 2.53, 20.00, 1.70, 4.71, 1.14, 6.67, 4.07, 11.11, 3.44, 14.29, 1.70, 0.86, 0.76, 100.00, 1.70, 100.00, 8.33, 6.17, 1.26, 0.03, 100.00
UNIT_ENGLISH_REDCOAT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 8.30, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 28.57, 18.18, 12.50, 18.18, 12.50, 11.25, 15.15, 15.15, 11.25, 4.17, 16.42, 12.40, 100.00, 16.42, 7.76, 7.76, 8.33, 6.16, 7.76, 4.55, 100.00, 8.33, 2.78, 3.79, 4.53, 3.79, 6.16, 3.79, 2.27, 3.33, 100.00, 6.91, 2.18, 2.18, 3.22, 2.08, 1.26, 1.52, 1.52, 0.95, 1.28, 0.86, 1.00, 1.00, 100.00, 1.49, 0.86, 2.16, 100.00, 0.16, 0.67, 0.60, 0.49, 0.25, 0.36, 0.36, 1.00, 0.31, 0.05, 0.05, 0.07, 100.00, 0.36, 1.00, 0.31, 0.26, 0.15, 0.21, 0.27, 100.00, 0.03, 0.05, 0.22, 0.45, 0.16, 12.40, 1.26, 3.13, 2.18, 3.57, 7.76, 7.76, 4.02, 0.58, 6.91, 1.09, 1.45, 0.95, 2.27, 4.86, 2.18, 18.18, 1.49, 4.09, 1.00, 5.00, 3.46, 7.76, 1.52, 11.25, 1.49, 1.59, 0.57, 100.00, 3.26, 100.00, 7.14, 5.03, 1.06, 0.02, 100.00
UNIT_FRENCH_GARDE_IMPERIALE, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 10.78, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 20.00, 14.29, 20.00, 14.29, 12.50, 16.67, 16.67, 12.50, 5.00, 20.00, 14.29, 100.00, 20.00, 9.30, 9.30, 10.00, 7.27, 9.30, 4.55, 100.00, 9.09, 3.33, 3.87, 6.16, 3.87, 7.27, 3.87, 2.63, 4.00, 100.00, 8.85, 2.20, 2.20, 3.18, 1.81, 1.17, 1.59, 1.59, 0.83, 1.26, 0.88, 1.00, 1.00, 100.00, 1.44, 0.88, 1.69, 100.00, 0.13, 0.69, 0.50, 0.43, 0.22, 0.31, 0.31, 1.00, 0.31, 0.03, 0.03, 0.05, 100.00, 0.31, 1.00, 0.31, 0.26, 0.12, 0.21, 0.23, 100.00, 0.02, 0.03, 0.20, 0.47, 0.14, 14.29, 1.17, 3.13, 2.20, 3.85, 9.30, 9.30, 4.17, 0.59, 8.85, 1.02, 1.15, 0.83, 2.63, 4.71, 2.20, 20.00, 1.44, 4.07, 1.00, 6.25, 3.50, 9.30, 1.59, 12.50, 1.44, 1.57, 0.48, 100.00, 3.24, 100.00, 7.69, 5.23, 1.07, 0.02, 100.00
UNIT_MEDIC, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 1.00
UNIT_IRONCLAD, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.27, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 16.67, 16.67, 16.67, 14.29, 10.78, 12.50, 12.50, 10.78, 11.11, 12.50, 11.11, 100.00, 12.50, 6.42, 6.42, 11.11, 4.71, 6.42, 5.56, 100.00, 7.14, 7.14, 2.53, 4.86, 2.53, 4.71, 2.53, 6.06, 5.11, 100.00, 4.50, 1.44, 1.44, 2.20, 1.45, 1.29, 1.94, 1.94, 1.26, 0.88, 0.59, 0.67, 0.69, 100.00, 1.00, 0.59, 1.69, 100.00, 0.12, 0.45, 0.31, 0.41, 0.18, 0.28, 0.28, 0.45, 0.21, 0.03, 0.03, 0.05, 100.00, 0.39, 0.69, 0.21, 0.18, 0.10, 0.14, 0.14, 100.00, 0.02, 0.04, 0.16, 0.21, 0.09, 11.11, 1.29, 3.19, 1.44, 9.09, 6.42, 6.42, 10.78, 0.39, 4.50, 1.69, 1.13, 0.88, 6.06, 3.18, 1.44, 16.67, 1.00, 2.78, 0.69, 7.69, 2.30, 6.42, 1.94, 10.78, 1.00, 0.74, 0.61, 100.00, 1.44, 100.00, 9.09, 3.50, 0.74, 0.02, 100.00
UNIT_AMERICAN_ROUGH_RIDER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 11.11, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 20.00, 14.29, 20.00, 14.29, 14.29, 16.67, 16.67, 14.29, 10.00, 13.33, 14.29, 100.00, 13.33, 11.11, 11.11, 10.00, 8.60, 11.11, 11.11, 100.00, 9.09, 6.67, 4.50, 7.18, 4.50, 8.60, 4.50, 5.88, 4.55, 100.00, 5.15, 2.53, 2.53, 3.87, 3.50, 2.22, 3.44, 3.44, 1.53, 1.44, 1.00, 1.17, 1.14, 100.00, 1.70, 1.00, 1.97, 100.00, 0.20, 0.79, 0.80, 0.68, 0.32, 0.46, 0.46, 0.54, 0.36, 0.04, 0.04, 0.08, 100.00, 0.46, 1.14, 0.36, 0.31, 0.16, 0.25, 0.34, 100.00, 0.03, 0.05, 0.28, 0.24, 0.16, 14.29, 2.22, 6.67, 2.53, 9.09, 11.11, 11.11, 14.29, 0.68, 5.15, 1.97, 1.35, 1.53, 5.88, 5.46, 2.53, 20.00, 1.70, 4.71, 1.14, 6.67, 4.07, 11.11, 3.44, 14.29, 1.70, 0.86, 0.76, 100.00, 1.70, 100.00, 8.33, 6.17, 1.26, 0.03, 100.00
UNIT_RANGER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 6.20, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 16.36, 11.11, 16.36, 11.11, 8.88, 9.07, 9.07, 6.12, 7.14, 11.86, 10.53, 100.00, 11.86, 5.71, 5.71, 7.14, 4.08, 5.71, 10.00, 100.00, 5.29, 5.00, 2.21, 3.39, 2.21, 4.08, 2.21, 3.88, 2.69, 100.00, 3.77, 1.27, 1.27, 1.33, 2.52, 0.64, 0.94, 0.94, 0.81, 0.74, 0.51, 0.46, 0.59, 100.00, 0.59, 0.51, 1.00, 100.00, 0.13, 0.39, 0.49, 0.16, 0.09, 0.13, 0.13, 0.39, 0.22, 0.05, 0.05, 0.08, 100.00, 0.26, 0.41, 0.15, 0.20, 0.07, 0.17, 0.17, 100.00, 0.04, 0.06, 0.09, 0.22, 0.14, 10.53, 0.64, 5.73, 1.27, 5.88, 5.71, 5.71, 8.88, 0.32, 3.77, 1.00, 0.67, 0.43, 3.88, 2.80, 1.27, 16.36, 0.87, 2.44, 0.59, 4.00, 2.06, 5.71, 0.94, 6.12, 0.87, 0.63, 0.45, 100.00, 1.27, 100.00, 5.88, 3.00, 0.63, 0.03, 100.00
UNIT_OBSERVATION_BALLOON, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 0.01, 1.00, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 1.00
UNIT_BIPLANE, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 42.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 102.00, 70.67, 52.00, 68.67, 51.00, 52.00, 68.67, 68.67, 52.00, 35.33, 70.67, 54.00, 100.00, 70.67, 44.00, 42.00, 34.33, 37.33, 44.00, 22.00, 100.00, 34.33, 22.00, 24.39, 25.83, 22.53, 37.33, 22.53, 18.67, 13.11, 100.00, 32.57, 16.19, 16.19, 21.44, 11.09, 9.79, 12.11, 12.11, 7.31, 7.40, 5.06, 6.12, 7.72, 100.00, 8.57, 5.06, 7.90, 100.00, 1.00, 5.60, 2.88, 0.23, 0.15, 2.20, 2.20, 5.60, 2.38, 0.21, 0.14, 0.69, 100.00, 2.64, 6.74, 1.03, 2.10, 0.94, 1.70, 1.03, 100.00, 0.08, 0.41, 0.06, 2.38, 1.21, 54.00, 8.82, 14.50, 14.73, 26.00, 44.00, 42.00, 54.00, 4.28, 32.57, 8.87, 5.51, 6.51, 17.67, 28.57, 14.73, 68.67, 8.57, 23.75, 5.76, 17.67, 22.16, 44.00, 12.11, 52.00, 10.97, 7.39, 3.72, 100.00, 16.19, 100.00, 26.00, 28.57, 7.39, 0.14, 100.00
UNIT_INFANTRY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 12.50, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 25.00, 20.00, 25.00, 16.67, 16.67, 20.00, 20.00, 16.67, 6.25, 25.00, 16.67, 100.00, 25.00, 12.50, 12.50, 12.50, 10.78, 12.50, 5.56, 100.00, 11.11, 3.85, 5.46, 8.30, 5.46, 10.78, 5.46, 3.33, 5.00, 100.00, 11.35, 3.18, 3.18, 4.71, 2.43, 1.59, 2.14, 2.14, 1.17, 1.86, 1.26, 1.49, 1.44, 100.00, 2.20, 1.26, 2.58, 100.00, 0.18, 1.00, 0.71, 0.61, 0.31, 0.43, 0.43, 1.48, 0.45, 0.04, 0.04, 0.07, 100.00, 0.43, 1.44, 0.45, 0.40, 0.17, 0.31, 0.33, 100.00, 0.03, 0.04, 0.27, 0.68, 0.21, 16.67, 1.59, 3.85, 3.18, 5.00, 12.50, 12.50, 5.56, 0.86, 11.35, 1.43, 1.69, 1.17, 3.33, 7.27, 3.18, 25.00, 2.20, 6.17, 1.44, 7.69, 5.23, 12.50, 2.14, 16.67, 2.20, 2.35, 0.68, 100.00, 4.79, 100.00, 10.00, 7.55, 1.58, 0.03, 100.00
UNIT_ARTILLERY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 15.45, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 35.33, 21.00, 33.33, 20.00, 21.89, 25.00, 25.00, 21.89, 13.50, 27.00, 24.22, 100.00, 27.00, 15.21, 13.58, 12.50, 11.40, 15.21, 17.67, 100.00, 12.50, 10.09, 6.39, 8.64, 5.37, 11.40, 5.37, 8.14, 6.00, 100.00, 10.91, 3.85, 3.85, 7.05, 5.74, 4.00, 5.00, 5.00, 2.17, 1.84, 1.26, 1.65, 2.00, 100.00, 3.20, 1.26, 2.03, 100.00, 0.35, 1.41, 1.00, 0.90, 0.46, 0.65, 0.65, 1.41, 0.44, 0.11, 0.11, 0.11, 100.00, 0.41, 2.19, 0.67, 0.38, 0.29, 0.30, 0.31, 100.00, 0.07, 0.08, 0.38, 0.44, 0.20, 24.22, 2.00, 5.47, 3.08, 5.56, 15.21, 13.58, 7.37, 1.12, 10.91, 1.26, 1.39, 1.64, 3.57, 7.91, 3.08, 33.33, 2.13, 5.89, 1.47, 7.14, 4.90, 15.21, 2.50, 21.89, 2.77, 1.57, 0.70, 100.00, 3.85, 100.00, 11.11, 7.44, 1.57, 0.04, 100.00
UNIT_BATTLESHIP, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 18.16, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 52.00, 35.33, 34.33, 35.33, 34.33, 23.86, 27.00, 27.00, 23.86, 26.00, 27.00, 24.22, 100.00, 27.00, 16.52, 14.75, 25.00, 13.27, 16.52, 10.09, 100.00, 13.50, 17.67, 7.45, 8.64, 6.26, 13.27, 6.26, 15.29, 11.00, 100.00, 12.70, 4.50, 4.50, 5.50, 4.30, 3.20, 4.85, 4.85, 5.06, 2.16, 1.46, 2.02, 2.30, 100.00, 2.47, 1.46, 6.13, 100.00, 4.35, 1.64, 1.11, 1.00, 0.45, 1.03, 1.03, 1.64, 0.52, 0.51, 0.38, 0.29, 100.00, 1.65, 2.30, 0.52, 0.45, 0.25, 0.63, 0.30, 100.00, 0.25, 0.14, 0.38, 0.86, 0.24, 24.22, 3.20, 6.88, 3.60, 21.00, 16.52, 14.75, 23.86, 1.33, 12.70, 6.13, 4.13, 2.20, 14.29, 9.22, 3.60, 35.33, 2.47, 6.89, 1.69, 15.29, 5.70, 16.52, 4.85, 21.89, 3.21, 2.47, 2.76, 100.00, 4.50, 100.00, 21.00, 8.69, 1.83, 0.05, 100.00
UNIT_BRAZILIAN_MINAS_GERAES, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 27.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 68.67, 52.00, 51.00, 52.00, 51.00, 35.33, 42.00, 42.00, 35.33, 34.33, 42.00, 35.33, 100.00, 42.00, 27.00, 25.00, 33.33, 23.86, 27.00, 13.50, 100.00, 21.00, 26.00, 14.86, 13.52, 13.15, 23.86, 13.15, 21.00, 15.29, 100.00, 21.23, 9.22, 9.22, 11.64, 6.88, 5.88, 7.14, 7.14, 10.67, 4.64, 3.11, 3.97, 4.50, 100.00, 5.50, 3.11, 11.00, 100.00, 6.86, 3.21, 2.16, 2.20, 1.00, 2.04, 2.04, 3.21, 1.14, 0.78, 0.58, 0.42, 100.00, 3.38, 4.50, 1.14, 0.98, 0.56, 1.20, 0.55, 100.00, 0.38, 0.20, 0.81, 1.64, 0.52, 35.33, 5.88, 10.09, 7.88, 34.33, 27.00, 25.00, 35.33, 2.60, 21.23, 11.00, 8.43, 4.85, 20.00, 18.16, 7.88, 52.00, 5.50, 14.50, 3.60, 21.00, 12.92, 27.00, 7.14, 33.33, 6.60, 4.86, 5.74, 100.00, 9.22, 100.00, 34.33, 16.64, 3.92, 0.07, 100.00
UNIT_SUBMARINE, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 21.89, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 66.67, 42.00, 51.00, 40.00, 50.00, 25.00, 33.33, 33.33, 25.00, 34.33, 35.33, 30.57, 100.00, 35.33, 21.23, 19.30, 33.33, 18.16, 21.23, 12.11, 100.00, 16.67, 21.00, 11.04, 10.60, 9.60, 18.16, 9.60, 17.67, 12.11, 100.00, 16.52, 6.60, 6.60, 7.88, 6.00, 4.85, 5.88, 5.88, 6.95, 3.11, 2.16, 2.81, 3.21, 100.00, 3.60, 2.16, 7.46, 100.00, 0.45, 2.30, 1.54, 0.97, 0.49, 1.00, 1.00, 2.30, 0.78, 0.09, 0.09, 0.13, 100.00, 1.91, 2.47, 0.78, 0.66, 0.38, 0.52, 0.27, 100.00, 0.07, 0.09, 0.40, 0.78, 0.35, 30.57, 4.85, 7.14, 5.50, 25.00, 21.23, 19.30, 25.00, 1.85, 16.52, 7.46, 5.33, 3.20, 16.67, 13.27, 5.50, 40.00, 3.60, 10.07, 2.47, 16.67, 8.69, 21.23, 5.88, 25.00, 4.50, 2.66, 3.60, 100.00, 6.60, 100.00, 25.00, 12.92, 2.66, 0.05, 100.00
UNIT_GERMAN_UBOAT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 21.89, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 66.67, 42.00, 51.00, 40.00, 50.00, 25.00, 33.33, 33.33, 25.00, 34.33, 35.33, 30.57, 100.00, 35.33, 21.23, 19.30, 33.33, 18.16, 21.23, 12.11, 100.00, 16.67, 21.00, 11.04, 10.60, 9.60, 18.16, 9.60, 17.67, 12.11, 100.00, 16.52, 6.60, 6.60, 7.88, 6.00, 4.85, 5.88, 5.88, 6.95, 3.11, 2.16, 2.81, 3.21, 100.00, 3.60, 2.16, 7.46, 100.00, 0.45, 2.30, 1.54, 0.97, 0.49, 1.00, 1.00, 2.30, 0.78, 0.09, 0.09, 0.13, 100.00, 1.91, 2.47, 0.78, 0.66, 0.38, 0.52, 0.27, 100.00, 0.07, 0.09, 0.40, 0.78, 0.35, 30.57, 4.85, 7.14, 5.50, 25.00, 21.23, 19.30, 25.00, 1.85, 16.52, 7.46, 5.33, 3.20, 16.67, 13.27, 5.50, 40.00, 3.60, 10.07, 2.47, 16.67, 8.69, 21.23, 5.88, 25.00, 4.50, 2.66, 3.60, 100.00, 6.60, 100.00, 25.00, 12.92, 2.66, 0.05, 100.00
UNIT_AT_CREW, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 12.50, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 20.00, 20.00, 28.57, 20.00, 16.67, 20.00, 20.00, 16.67, 6.25, 20.00, 20.00, 100.00, 20.00, 8.85, 15.38, 14.29, 7.09, 8.85, 5.56, 100.00, 11.11, 3.85, 3.72, 5.54, 7.77, 13.13, 7.77, 3.33, 5.00, 100.00, 9.30, 2.14, 2.14, 4.71, 2.43, 1.59, 2.14, 2.14, 1.17, 2.76, 1.87, 1.00, 1.00, 100.00, 2.20, 1.87, 2.58, 100.00, 0.18, 0.68, 0.71, 0.61, 0.31, 0.43, 0.43, 1.00, 0.68, 0.04, 0.04, 0.07, 100.00, 0.43, 1.44, 0.45, 0.59, 0.17, 0.21, 0.33, 100.00, 0.03, 0.04, 0.27, 0.45, 0.31, 13.33, 1.59, 3.85, 4.79, 5.00, 8.85, 15.38, 4.42, 0.58, 9.30, 1.43, 1.69, 1.17, 3.85, 4.79, 4.79, 25.00, 3.24, 8.70, 2.14, 7.69, 7.64, 8.85, 2.14, 16.67, 1.48, 1.58, 0.68, 100.00, 3.18, 100.00, 10.00, 10.17, 2.35, 0.03, 100.00
UNIT_TANK, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 33.33, 25.00, 33.33, 25.00, 25.00, 33.33, 33.33, 25.00, 20.00, 25.00, 25.00, 100.00, 25.00, 20.00, 20.00, 20.00, 16.67, 20.00, 16.67, 100.00, 16.67, 12.50, 11.11, 15.15, 11.11, 16.67, 11.11, 10.00, 7.69, 100.00, 11.35, 7.27, 7.27, 10.78, 7.69, 5.26, 6.67, 6.67, 4.22, 4.07, 2.78, 3.22, 3.18, 100.00, 4.71, 2.78, 4.55, 100.00, 0.42, 2.20, 2.28, 1.94, 0.88, 1.29, 1.29, 1.48, 1.00, 0.09, 0.08, 0.17, 100.00, 1.29, 3.18, 1.00, 0.88, 0.45, 0.69, 0.92, 100.00, 0.04, 0.09, 0.79, 0.68, 0.45, 25.00, 5.26, 11.11, 7.27, 14.29, 20.00, 20.00, 25.00, 1.87, 11.35, 4.55, 3.73, 4.22, 10.00, 12.50, 7.27, 33.33, 4.71, 12.50, 3.18, 11.11, 11.11, 20.00, 6.67, 25.00, 4.71, 2.35, 2.13, 100.00, 4.79, 100.00, 14.29, 14.29, 3.50, 0.04, 100.00
